Stock_ID,Pattern,Signals,Win_Rate(%),Avg_Return(%),Max_Drawdown(%),Expected_Value(%)
2601.TW,P08_黃金交叉量增,6,50.0,14.92,-12.61,3.96
5284.TW,P05_連跌反轉紅K,27,77.78,7.08,-12.87,3.95
1760.TW,P02_量增紅K,20,55.0,12.91,-16.9,3.95
3002.TW,P10_組合訊號,35,82.86,6.2,-6.47,3.94
3044.TW,P11_多頭排列紅K,72,75.0,7.59,-8.5,3.94
5519.TW,P11_多頭排列紅K,53,71.7,8.26,-8.23,3.94
3062.TW,P12_多頭回檔,17,70.59,-0.81,-15.34,3.94
3504.TW,P04_長下影線放量,17,70.59,-3.04,-21.34,3.94
3231.TW,P12_多頭回檔,40,65.0,9.83,-7.05,3.94
6196.TW,P02_量增紅K,17,52.94,13.66,-12.23,3.94
1504.TW,P11_多頭排列紅K,60,65.0,9.81,-5.54,3.93
2228.TW,P02_量增紅K,17,70.59,8.47,-6.97,3.92
2431.TW,P11_多頭排列紅K,44,70.45,-0.2,-11.43,3.92
1215.TW,P10_組合訊號,61,67.21,9.25,-3.3,3.92
6658.TW,P06_價量背離,15,66.67,9.38,-14.56,3.92
2329.TW,P07_RSI超賣量縮,37,59.46,11.37,-12.69,3.92
5906.TW,P01_量縮價穩,305,59.34,11.4,-8.48,3.92
6585.TW,P09_量縮後爆量紅K,10,70.0,8.59,-10.61,3.91
6531.TW,P02_量增紅K,17,58.82,11.54,-14.33,3.91
3044.TW,P06_價量背離,28,78.57,6.87,-8.45,3.9
2484.TW,P07_RSI超賣量縮,58,68.97,8.81,-9.28,3.9
1504.TW,P04_長下影線放量,47,51.06,14.35,-6.71,3.9
4934.TW,P07_RSI超賣量縮,85,69.41,8.68,-18.22,3.89
3004.TW,P04_長下影線放量,28,85.71,5.7,-10.04,3.88
2204.TW,P08_黃金交叉量增,7,71.43,8.23,-6.72,3.88
3588.TW,P06_價量背離,54,70.37,8.46,-13.12,3.88
2481.TW,P09_量縮後爆量紅K,5,60.0,11.13,-20.84,3.88
6282.TW,P05_連跌反轉紅K,25,76.0,7.3,-9.78,3.87
2454.TW,P05_連跌反轉紅K,32,75.0,7.49,-12.01,3.87
6491.TW,P04_長下影線放量,51,64.71,9.79,-8.79,3.87
6117.TW,P10_組合訊號,45,57.78,11.81,-8.09,3.87
7631.TW,P09_量縮後爆量紅K,11,72.73,7.93,-6.44,3.86
2327.TW,P02_量增紅K,11,63.64,10.07,-12.21,3.86
6155.TW,P05_連跌反轉紅K,22,77.27,7.05,-7.5,3.85
2458.TW,P03_均線支撐放量,38,73.68,7.72,-9.75,3.85
6213.TW,P10_組合訊號,30,70.0,-0.1,-13.33,3.85
6271.TW,P10_組合訊號,20,70.0,-0.7,-13.4,3.85
6719.TW,P04_長下影線放量,10,70.0,-4.16,-19.3,3.85
2617.TW,P03_均線支撐放量,20,70.0,-0.9,-11.58,3.85
3356.TW,P10_組合訊號,20,70.0,-3.17,-15.68,3.85
6742.TW,P03_均線支撐放量,10,70.0,-5.69,-16.94,3.85
3437.TW,P10_組合訊號,30,70.0,-0.08,-15.31,3.85
1231.TW,P12_多頭回檔,80,67.5,9.08,-4.96,3.85
1773.TW,P10_組合訊號,43,67.44,9.08,-7.79,3.85
1436.TW,P03_均線支撐放量,94,65.96,9.45,-3.63,3.85
1417.TW,P12_多頭回檔,30,63.33,10.14,-7.29,3.85
2606.TW,P07_RSI超賣量縮,43,86.05,5.59,-8.33,3.84
2535.TW,P05_連跌反轉紅K,28,75.0,7.45,-4.53,3.84
2472.TW,P12_多頭回檔,19,68.42,8.84,-10.58,3.84
1235.TW,P11_多頭排列紅K,69,62.32,10.4,-6.67,3.84
2348.TW,P12_多頭回檔,53,75.47,7.35,-5.89,3.83
1475.TW,P08_黃金交叉量增,7,71.43,8.17,-17.48,3.83
3311.TW,P07_RSI超賣量縮,84,69.05,8.69,-6.65,3.83
1608.TW,P05_連跌反轉紅K,25,68.0,8.93,-12.59,3.83
2009.TW,P10_組合訊號,42,57.14,11.95,-11.26,3.83
6589.TW,P07_RSI超賣量縮,3,100.0,3.82,-5.47,3.82
1560.TW,P06_價量背離,30,76.67,7.11,-11.23,3.82
2636.TW,P05_連跌反轉紅K,17,70.59,8.32,-13.05,3.81
8478.TW,P07_RSI超賣量縮,44,63.64,9.99,-12.86,3.81
3231.TW,P01_量縮價穩,62,59.68,11.11,-6.69,3.81
5521.TW,P04_長下影線放量,58,56.9,11.99,-9.31,3.81
2707.TW,P09_量縮後爆量紅K,4,75.0,7.4,-4.07,3.8
4968.TW,P09_量縮後爆量紅K,4,75.0,7.4,-11.96,3.8
3019.TW,P10_組合訊號,35,68.57,8.75,-10.22,3.8
1717.TW,P04_長下影線放量,32,65.62,9.45,-7.53,3.8
5608.TW,P02_量增紅K,21,57.14,11.9,-16.18,3.8
6931.TW,P03_均線支撐放量,35,57.14,11.89,-8.94,3.8
912000.TW,P09_量縮後爆量紅K,15,73.33,7.71,-13.32,3.79
2303.TW,P04_長下影線放量,34,70.59,8.29,-8.21,3.79
2330.TW,P03_均線支撐放量,33,69.7,8.48,-8.19,3.79
4536.TW,P07_RSI超賣量縮,37,67.57,8.97,-8.68,3.79
3557.TW,P08_黃金交叉量增,12,66.67,9.18,-19.13,3.79
5292.TW,P06_價量背離,77,64.94,9.62,-10.31,3.79
8996.TW,P03_均線支撐放量,24,58.33,11.49,-13.07,3.79
7711.TW,P07_RSI超賣量縮,15,53.33,13.23,-22.32,3.79
6658.TW,P05_連跌反轉紅K,11,72.73,7.83,-21.11,3.78
2617.TW,P11_多頭排列紅K,24,70.83,8.23,-11.4,3.78
3714.TW,P11_多頭排列紅K,23,69.57,-2.66,-14.15,3.78
3167.TW,P07_RSI超賣量縮,85,64.71,9.66,-10.79,3.78
8374.TW,P01_量縮價穩,196,59.18,11.22,-8.48,3.78
8476.TW,P01_量縮價穩,153,56.86,11.96,-23.87,3.78
5244.TW,P06_價量背離,66,68.18,8.79,-9.51,3.77
3055.TW,P08_黃金交叉量增,9,66.67,9.15,-10.11,3.77
2429.TW,P07_RSI超賣量縮,91,62.64,10.19,-11.36,3.77
2606.TW,P10_組合訊號,40,75.0,7.34,-9.07,3.76
5225.TW,P07_RSI超賣量縮,67,71.64,8.02,-16.09,3.76
3036.TW,P10_組合訊號,31,67.74,8.89,-7.78,3.76
2440.TW,P06_價量背離,106,64.15,9.77,-9.37,3.76
1590.TW,P05_連跌反轉紅K,33,72.73,7.79,-11.75,3.75
1514.TW,P10_組合訊號,25,68.0,8.81,-10.65,3.75
1711.TW,P07_RSI超賣量縮,42,66.67,9.12,-5.61,3.75
3035.TW,P03_均線支撐放量,11,63.64,9.89,-13.28,3.75
3138.TW,P02_量增紅K,26,53.85,12.96,-20.25,3.75
8210.TW,P04_長下影線放量,35,60.0,10.9,-13.19,3.74
2634.TW,P04_長下影線放量,26,69.23,-1.17,-8.63,3.73
6994.TW,P05_連跌反轉紅K,13,69.23,-6.1,-16.68,3.73
1521.TW,P09_量縮後爆量紅K,13,69.23,-3.85,-8.89,3.73
3712.TW,P05_連跌反轉紅K,33,66.67,9.09,-12.47,3.73
3032.TW,P10_組合訊號,39,64.1,9.73,-7.58,3.73
6191.TW,P05_連跌反轉紅K,23,73.91,7.51,-9.64,3.72
2546.TW,P07_RSI超賣量縮,38,73.68,7.54,-4.16,3.72
3711.TW,P04_長下影線放量,45,73.33,7.62,-9.16,3.72
2545.TW,P12_多頭回檔,92,71.74,7.94,-5.92,3.72
3583.TW,P12_多頭回檔,29,58.62,11.28,-14.83,3.72
2630.TW,P12_多頭回檔,38,50.0,14.44,-10.14,3.72
4722.TW,P09_量縮後爆量紅K,11,72.73,7.72,-6.42,3.71
5292.TW,P01_量縮價穩,247,72.47,7.78,-7.91,3.71
9955.TW,P06_價量背離,127,69.29,8.45,-8.54,3.71
5243.TW,P04_長下影線放量,19,63.16,9.95,-12.03,3.71
6695.TW,P01_量縮價穩,164,70.12,8.24,-12.56,3.69
3376.TW,P01_量縮價穩,66,69.7,8.33,-8.29,3.69
6278.TW,P10_組合訊號,29,68.97,-1.36,-13.19,3.69
3025.TW,P11_多頭排列紅K,29,68.97,-0.62,-16.9,3.69
2371.TW,P02_量增紅K,17,64.71,9.53,-9.62,3.69
6215.TW,P01_量縮價穩,116,64.66,9.53,-10.6,3.69
3305.TW,P06_價量背離,40,70.0,8.25,-11.03,3.67
3665.TW,P02_量增紅K,16,68.75,8.52,-7.53,3.67
6873.TW,P01_量縮價穩,83,67.47,8.81,-9.57,3.67
2597.TW,P05_連跌反轉紅K,25,72.0,7.81,-8.55,3.66
2377.TW,P07_RSI超賣量縮,48,68.75,-0.17,-12.51,3.66
4906.TW,P12_多頭回檔,32,68.75,-0.05,-9.43,3.66
2399.TW,P09_量縮後爆量紅K,16,68.75,-4.49,-17.84,3.66
4956.TW,P11_多頭排列紅K,32,68.75,-0.15,-16.09,3.66
2441.TW,P02_量增紅K,13,61.54,10.33,-5.11,3.66
2028.TW,P10_組合訊號,55,52.73,13.22,-7.17,3.66
9103.TW,P09_量縮後爆量紅K,15,33.33,24.98,-20.23,3.66
3605.TW,P12_多頭回檔,33,75.76,7.05,-12.61,3.65
1736.TW,P06_價量背離,39,71.79,7.84,-11.16,3.65
4968.TW,P02_量增紅K,14,78.57,6.54,-15.82,3.64
2405.TW,P06_價量背離,63,77.78,6.69,-8.03,3.64
1442.TW,P09_量縮後爆量紅K,12,75.0,7.18,-7.67,3.64
7730.TW,P08_黃金交叉量增,5,60.0,10.74,-14.05,3.64
1615.TW,P01_量縮價穩,142,66.9,8.89,-4.95,3.63
4545.TW,P10_組合訊號,98,66.33,9.02,-6.62,3.63
4958.TW,P05_連跌反轉紅K,27,59.26,10.94,-10.96,3.63
3543.TW,P11_多頭排列紅K,41,58.54,11.16,-8.82,3.63
2059.TW,P05_連跌反轉紅K,13,61.54,10.25,-12.32,3.62
6426.TW,P12_多頭回檔,19,68.42,-2.2,-20.41,3.61
2401.TW,P02_量增紅K,36,66.67,8.92,-12.58,3.61
5484.TW,P06_價量背離,114,64.04,9.56,-10.05,3.61
6165.TW,P07_RSI超賣量縮,47,61.7,10.19,-10.92,3.61
2645.TW,P06_價量背離,39,51.28,13.7,-7.52,3.61
2485.TW,P03_均線支撐放量,38,76.32,6.89,-10.39,3.6
2612.TW,P06_價量背離,81,72.84,7.55,-9.26,3.6
6834.TW,P05_連跌反轉紅K,19,68.42,8.5,-11.2,3.6
2731.TW,P10_組合訊號,41,80.49,6.16,-9.29,3.59
3006.TW,P07_RSI超賣量縮,60,75.0,7.12,-13.57,3.59
5519.TW,P10_組合訊號,44,68.18,8.53,-4.64,3.59
2208.TW,P07_RSI超賣量縮,78,83.33,5.7,-8.01,3.58
3416.TW,P10_組合訊號,34,73.53,7.39,-4.2,3.58
2731.TW,P05_連跌反轉紅K,29,72.41,7.61,-11.03,3.58
5906.TW,P11_多頭排列紅K,40,67.5,8.67,-8.74,3.58
4581.TW,P04_長下影線放量,26,57.69,11.34,-3.79,3.58
1503.TW,P04_長下影線放量,51,49.02,14.58,-6.83,3.58
2454.TW,P02_量增紅K,12,75.0,7.09,-10.84,3.57
2731.TW,P08_黃金交叉量增,8,75.0,7.09,-14.25,3.57
6605.TW,P12_多頭回檔,56,71.43,7.8,-7.74,3.57
2404.TW,P03_均線支撐放量,22,68.18,8.5,-10.22,3.57
6789.TW,P04_長下影線放量,22,68.18,-0.66,-17.52,3.57
1709.TW,P09_量縮後爆量紅K,9,66.67,8.85,-4.54,3.57
5234.TW,P07_RSI超賣量縮,48,62.5,9.91,-15.51,3.57
2409.TW,P09_量縮後爆量紅K,4,100.0,3.56,-15.54,3.56
3011.TW,P12_多頭回檔,38,76.32,6.83,-13.56,3.56
8039.TW,P07_RSI超賣量縮,26,69.23,8.26,-7.73,3.56
2345.TW,P12_多頭回檔,36,63.89,9.53,-11.89,3.56
8103.TW,P06_價量背離,86,62.79,9.82,-9.78,3.56
2493.TW,P05_連跌反轉紅K,27,59.26,10.82,-8.57,3.56
2363.TW,P11_多頭排列紅K,40,55.0,12.2,-13.92,3.56
6155.TW,P03_均線支撐放量,32,71.88,7.68,-10.0,3.55
2419.TW,P06_價量背離,62,66.13,8.96,-12.46,3.55
1608.TW,P02_量增紅K,32,56.25,11.76,-8.72,3.55
1519.TW,P10_組合訊號,28,82.14,5.83,-13.37,3.54
2402.TW,P03_均線支撐放量,21,80.95,6.02,-9.03,3.54
4551.TW,P07_RSI超賣量縮,64,75.0,7.05,-12.58,3.54
3024.TW,P08_黃金交叉量增,12,75.0,7.05,-8.45,3.54
2337.TW,P10_組合訊號,25,68.0,-0.0,-15.05,3.54
2642.TW,P04_長下影線放量,27,59.26,10.78,-8.04,3.54
2375.TW,P12_多頭回檔,31,54.84,12.21,-15.42,3.54
2885.TW,P07_RSI超賣量縮,9,77.78,6.54,-6.33,3.53
3015.TW,P03_均線支撐放量,62,72.58,7.51,-4.77,3.53
3515.TW,P11_多頭排列紅K,42,78.57,6.39,-14.52,3.52
6451.TW,P04_長下影線放量,28,67.86,-0.52,-14.0,3.52
3015.TW,P04_長下影線放量,35,65.71,9.01,-4.33,3.52
2211.TW,P12_多頭回檔,48,64.58,9.29,-9.23,3.52
9103.TW,P05_連跌反轉紅K,29,44.83,16.47,-13.08,3.52
6257.TW,P01_量縮價穩,64,70.31,7.94,-7.97,3.51
2360.TW,P10_組合訊號,31,64.52,9.29,-15.01,3.51
3029.TW,P09_量縮後爆量紅K,11,72.73,7.44,-7.86,3.5
2546.TW,P06_價量背離,66,72.73,7.43,-4.41,3.5
9802.TW,P04_長下影線放量,39,71.79,7.62,-11.51,3.5
3706.TW,P07_RSI超賣量縮,40,70.0,8.0,-9.6,3.5
6658.TW,P02_量增紅K,10,70.0,8.0,-19.91,3.5
2408.TW,P11_多頭排列紅K,48,62.5,9.8,-14.86,3.5
3711.TW,P08_黃金交叉量增,9,88.89,4.81,-7.73,3.49
6695.TW,P07_RSI超賣量縮,69,82.61,5.7,-11.4,3.49
1321.TW,P08_黃金交叉量增,10,80.0,6.11,-4.96,3.49
6706.TW,P04_長下影線放量,44,63.64,9.48,-12.51,3.49
6768.TW,P06_價量背離,51,62.75,9.71,-5.47,3.49
2471.TW,P08_黃金交叉量增,8,62.5,9.78,-9.57,3.49
2375.TW,P02_量增紅K,19,57.89,11.12,-15.25,3.49
3013.TW,P09_量縮後爆量紅K,16,75.0,6.97,-10.6,3.48
2451.TW,P07_RSI超賣量縮,34,73.53,7.25,-5.07,3.48
1587.TW,P09_量縮後爆量紅K,10,70.0,7.97,-7.6,3.48
6152.TW,P11_多頭排列紅K,73,69.86,8.0,-14.07,3.48
6278.TW,P09_量縮後爆量紅K,5,60.0,10.47,-8.43,3.48
2727.TW,P08_黃金交叉量增,9,55.56,11.87,-8.01,3.48
2408.TW,P02_量增紅K,9,44.44,16.57,-12.53,3.48
3059.TW,P10_組合訊號,37,67.57,-0.4,-12.88,3.47
6957.TW,P01_量縮價穩,37,67.57,-1.11,-15.97,3.47
8463.TW,P06_價量背離,124,66.13,8.84,-6.13,3.47
4967.TW,P05_連跌反轉紅K,27,59.26,10.67,-13.74,3.47
2402.TW,P10_組合訊號,35,71.43,7.64,-9.62,3.46
2239.TW,P12_多頭回檔,40,67.5,-1.57,-12.84,3.46
5522.TW,P07_RSI超賣量縮,42,66.67,8.69,-6.44,3.46
2025.TW,P03_均線支撐放量,57,56.14,11.64,-13.8,3.46
1414.TW,P05_連跌反轉紅K,13,69.23,8.1,-11.03,3.45
6155.TW,P09_量縮後爆量紅K,16,75.0,6.92,-11.02,3.44
6579.TW,P05_連跌反轉紅K,28,67.86,8.39,-7.31,3.44
3035.TW,P11_多頭排列紅K,50,66.0,8.81,-14.68,3.44
1309.TW,P09_量縮後爆量紅K,9,55.56,11.8,-8.68,3.44
6909.TW,P07_RSI超賣量縮,6,50.0,13.87,-15.28,3.44
2885.TW,P05_連跌反轉紅K,28,75.0,6.9,-5.78,3.43
6409.TW,P03_均線支撐放量,45,68.89,8.14,-10.68,3.43
4770.TW,P07_RSI超賣量縮,39,66.67,8.65,-11.94,3.43
1225.TW,P12_多頭回檔,78,55.13,11.91,-8.1,3.43
8081.TW,P10_組合訊號,40,80.0,6.03,-11.13,3.42
8028.TW,P06_價量背離,40,77.5,6.44,-11.73,3.42
1436.TW,P06_價量背離,116,69.83,7.92,-3.27,3.42
2486.TW,P01_量縮價穩,69,63.77,9.34,-15.18,3.42
6409.TW,P10_組合訊號,40,80.0,6.01,-12.34,3.41
3037.TW,P10_組合訊號,28,78.57,6.25,-15.61,3.41
3209.TW,P07_RSI超賣量縮,54,68.52,8.19,-7.63,3.41
3168.TW,P08_黃金交叉量增,18,66.67,8.61,-8.21,3.41
2421.TW,P12_多頭回檔,40,60.0,10.36,-13.62,3.41
2387.TW,P10_組合訊號,56,58.93,10.66,-10.6,3.41
1104.TW,P07_RSI超賣量縮,50,68.0,8.3,-6.31,3.4
8070.TW,P11_多頭排列紅K,50,66.0,8.75,-8.95,3.4
2637.TW,P11_多頭排列紅K,46,63.04,9.49,-12.22,3.4
2387.TW,P04_長下影線放量,40,57.5,11.09,-8.62,3.4
3312.TW,P08_黃金交叉量增,7,42.86,17.27,-11.83,3.4
6215.TW,P07_RSI超賣量縮,49,65.31,8.91,-12.97,3.39
2493.TW,P12_多頭回檔,63,63.49,9.37,-5.72,3.39
6625.TW,P05_連跌反轉紅K,36,52.78,12.69,-14.39,3.39
1514.TW,P04_長下影線放量,30,70.0,7.83,-11.88,3.38
6792.TW,P12_多頭回檔,21,57.14,11.16,-13.5,3.38
9939.TW,P12_多頭回檔,78,73.08,7.18,-5.12,3.37
1108.TW,P08_黃金交叉量增,13,69.23,7.97,-5.76,3.37
4961.TW,P01_量縮價穩,82,62.2,9.68,-13.94,3.37
1609.TW,P08_黃金交叉量增,10,60.0,10.28,-11.77,3.37
3413.TW,P03_均線支撐放量,25,76.0,6.63,-12.26,3.36
2402.TW,P02_量增紅K,26,69.23,7.97,-12.58,3.36
4994.TW,P12_多頭回檔,34,67.65,8.32,-6.58,3.36
1616.TW,P03_均線支撐放量,54,64.81,8.98,-6.17,3.36
1783.TW,P02_量增紅K,25,64.0,9.19,-13.74,3.36
3167.TW,P06_價量背離,70,60.0,10.26,-10.58,3.36
1560.TW,P01_量縮價穩,90,75.56,6.7,-9.75,3.35
2606.TW,P05_連跌反轉紅K,21,71.43,7.49,-9.57,3.35
3545.TW,P02_量增紅K,20,65.0,8.92,-14.97,3.35
3708.TW,P01_量縮價穩,79,64.56,9.04,-13.33,3.35
6668.TW,P12_多頭回檔,32,81.25,5.73,-12.45,3.34
2388.TW,P03_均線支撐放量,13,76.92,6.44,-21.14,3.34
2399.TW,P07_RSI超賣量縮,46,71.74,7.41,-15.67,3.34
6168.TW,P10_組合訊號,40,67.5,8.32,-10.99,3.34
2303.TW,P05_連跌反轉紅K,31,64.52,9.03,-7.39,3.34
2301.TW,P05_連跌反轉紅K,35,62.86,9.46,-6.38,3.34
9939.TW,P03_均線支撐放量,55,76.36,6.52,-6.43,3.33
3037.TW,P08_黃金交叉量增,9,66.67,-5.9,-19.63,3.33
2379.TW,P07_RSI超賣量縮,27,66.67,-1.78,-15.17,3.33
3481.TW,P02_量增紅K,15,66.67,-0.4,-11.9,3.33
6781.TW,P08_黃金交叉量增,6,66.67,-0.98,-16.52,3.33
6789.TW,P08_黃金交叉量增,9,66.67,-1.38,-18.56,3.33
6789.TW,P11_多頭排列紅K,21,66.67,-2.83,-16.56,3.33
6409.TW,P09_量縮後爆量紅K,3,66.67,-1.85,-14.75,3.33
6213.TW,P06_價量背離,24,66.67,-0.9,-15.29,3.33
1907.TW,P09_量縮後爆量紅K,3,66.67,-0.5,-10.53,3.33
3035.TW,P08_黃金交叉量增,12,66.67,-5.47,-16.07,3.33
2352.TW,P08_黃金交叉量增,3,66.67,-2.95,-15.3,3.33
6412.TW,P08_黃金交叉量增,9,66.67,-0.21,-9.88,3.33
3413.TW,P08_黃金交叉量增,6,66.67,-2.87,-13.21,3.33
8110.TW,P08_黃金交叉量增,6,66.67,-4.01,-15.06,3.33
6214.TW,P09_量縮後爆量紅K,6,66.67,-0.84,-9.9,3.33
6269.TW,P08_黃金交叉量增,6,66.67,-4.22,-12.93,3.33
7780.TW,P03_均線支撐放量,6,66.67,-0.05,-11.71,3.33
6719.TW,P05_連跌反轉紅K,21,66.67,-2.21,-14.51,3.33
6719.TW,P09_量縮後爆量紅K,6,66.67,-0.69,-12.86,3.33
6962.TW,P03_均線支撐放量,3,66.67,-10.06,-28.13,3.33
6962.TW,P07_RSI超賣量縮,6,66.67,-0.64,-16.6,3.33
4441.TW,P12_多頭回檔,3,66.67,-5.13,-13.98,3.33
6806.TW,P05_連跌反轉紅K,21,66.67,-6.2,-18.27,3.33
3545.TW,P08_黃金交叉量增,9,66.67,-1.46,-15.25,3.33
2546.TW,P08_黃金交叉量增,3,66.67,-0.58,-9.28,3.33
3701.TW,P07_RSI超賣量縮,57,66.67,-0.12,-16.95,3.33
6782.TW,P09_量縮後爆量紅K,6,66.67,-0.03,-10.31,3.33
6957.TW,P12_多頭回檔,6,66.67,-0.99,-13.62,3.33
4137.TW,P09_量縮後爆量紅K,6,66.67,-0.78,-9.76,3.33
7740.TW,P12_多頭回檔,3,66.67,-19.49,-22.57,3.33
6863.TW,P08_黃金交叉量增,3,66.67,-19.37,-27.22,3.33
3049.TW,P09_量縮後爆量紅K,9,66.67,-1.69,-14.36,3.33
1225.TW,P08_黃金交叉量增,6,66.67,-7.84,-17.65,3.33
3504.TW,P09_量縮後爆量紅K,6,66.67,-12.13,-21.18,3.33
6994.TW,P06_價量背離,9,66.67,-2.43,-15.81,3.33
6416.TW,P08_黃金交叉量增,9,66.67,-0.02,-14.83,3.33
6756.TW,P08_黃金交叉量增,9,66.67,-4.3,-19.81,3.33
9946.TW,P08_黃金交叉量增,6,66.67,-0.92,-9.93,3.33
2413.TW,P10_組合訊號,24,66.67,-1.89,-14.64,3.33
1515.TW,P11_多頭排列紅K,33,66.67,-5.1,-14.91,3.33
3338.TW,P02_量增紅K,21,66.67,-0.01,-14.91,3.33
4569.TW,P08_黃金交叉量增,3,66.67,-7.46,-16.26,3.33
1528.TW,P08_黃金交叉量增,9,66.67,-3.51,-13.74,3.33
6657.TW,P05_連跌反轉紅K,12,66.67,-2.18,-11.27,3.33
1587.TW,P08_黃金交叉量增,6,66.67,-3.22,-12.49,3.33
6861.TW,P08_黃金交叉量增,6,66.67,-7.48,-16.62,3.33
6861.TW,P09_量縮後爆量紅K,6,66.67,-7.47,-18.07,3.33
3588.TW,P08_黃金交叉量增,12,66.67,-2.41,-17.22,3.33
6216.TW,P09_量縮後爆量紅K,3,66.67,-7.64,-14.44,3.33
3092.TW,P07_RSI超賣量縮,78,66.67,-1.01,-13.54,3.33
5215.TW,P08_黃金交叉量增,6,66.67,-1.1,-15.7,3.33
2390.TW,P10_組合訊號,48,66.67,-1.71,-13.18,3.33
1442.TW,P12_多頭回檔,73,64.38,9.05,-5.99,3.33
8110.TW,P06_價量背離,45,77.78,6.27,-9.93,3.32
5607.TW,P06_價量背離,61,73.77,6.99,-6.99,3.32
5706.TW,P06_價量背離,79,73.42,7.06,-8.87,3.32
8070.TW,P01_量縮價穩,106,68.87,7.99,-7.88,3.32
6533.TW,P04_長下影線放量,26,65.38,8.78,-16.64,3.32
4916.TW,P12_多頭回檔,31,61.29,9.84,-10.49,3.32
2316.TW,P01_量縮價穩,98,56.12,11.39,-13.1,3.32
1721.TW,P09_量縮後爆量紅K,11,54.55,11.91,-10.36,3.32
3004.TW,P07_RSI超賣量縮,63,77.78,6.25,-10.68,3.31
8070.TW,P04_長下影線放量,40,72.5,7.23,-6.83,3.31
3034.TW,P01_量縮價穩,37,67.57,8.26,-10.51,3.31
6869.TW,P07_RSI超賣量縮,35,65.71,8.69,-10.2,3.31
1708.TW,P10_組合訊號,33,63.64,9.21,-6.68,3.31
2017.TW,P02_量增紅K,25,56.0,11.42,-13.56,3.31
2467.TW,P09_量縮後爆量紅K,11,54.55,11.9,-9.38,3.31
6191.TW,P06_價量背離,56,66.07,8.59,-9.31,3.3
5258.TW,P10_組合訊號,23,78.26,6.15,-10.75,3.29
2613.TW,P03_均線支撐放量,44,77.27,6.32,-8.21,3.29
2545.TW,P06_價量背離,99,66.67,8.43,-5.31,3.29
2301.TW,P02_量增紅K,20,65.0,8.83,-8.3,3.29
5525.TW,P09_量縮後爆量紅K,11,63.64,9.18,-2.95,3.29
3443.TW,P12_多頭回檔,26,84.62,5.15,-15.15,3.28
6414.TW,P03_均線支撐放量,26,80.77,5.72,-9.28,3.28
2402.TW,P05_連跌反轉紅K,17,70.59,7.56,-11.01,3.28
1605.TW,P05_連跌反轉紅K,24,66.67,8.42,-10.67,3.28
2313.TW,P03_均線支撐放量,24,62.5,9.45,-12.58,3.28
4976.TW,P10_組合訊號,28,60.71,9.93,-14.94,3.28
6133.TW,P11_多頭排列紅K,37,48.65,14.14,-13.02,3.28
8374.TW,P10_組合訊號,52,55.77,11.42,-7.26,3.27
4576.TW,P04_長下影線放量,48,72.92,7.08,-12.03,3.26
5203.TW,P06_價量背離,84,72.62,7.12,-5.66,3.26
2382.TW,P07_RSI超賣量縮,22,68.18,8.05,-6.95,3.26
6168.TW,P07_RSI超賣量縮,51,64.71,8.85,-10.94,3.26
3051.TW,P10_組合訊號,45,64.44,8.93,-11.86,3.26
1810.TW,P07_RSI超賣量縮,79,60.76,9.89,-8.81,3.26
6239.TW,P01_量縮價穩,58,72.41,7.16,-8.59,3.25
5521.TW,P06_價量背離,118,51.69,12.82,-9.89,3.25
3715.TW,P01_量縮價穩,18,50.0,13.5,-18.28,3.25
2342.TW,P07_RSI超賣量縮,64,73.44,6.94,-10.46,3.24
3010.TW,P09_量縮後爆量紅K,7,71.43,7.34,-6.63,3.24
4976.TW,P07_RSI超賣量縮,109,66.06,-2.62,-16.04,3.24
1476.TW,P05_連跌反轉紅K,36,66.67,8.34,-9.58,3.23
2440.TW,P11_多頭排列紅K,50,66.0,-0.25,-13.91,3.23
2344.TW,P07_RSI超賣量縮,39,64.1,8.95,-15.63,3.23
4956.TW,P06_價量背離,73,72.6,7.07,-10.69,3.22
2006.TW,P10_組合訊號,41,68.29,7.97,-5.37,3.22
4968.TW,P06_價量背離,41,65.85,-0.74,-18.85,3.21
8454.TW,P01_量縮價穩,84,64.29,8.87,-8.72,3.21
4916.TW,P05_連跌反轉紅K,18,77.78,6.12,-12.79,3.2
8081.TW,P03_均線支撐放量,41,68.29,7.93,-12.05,3.2
3037.TW,P05_連跌反轉紅K,25,68.0,8.0,-19.11,3.2
6770.TW,P08_黃金交叉量增,6,66.67,8.3,-15.58,3.2
9927.TW,P09_量縮後爆量紅K,9,66.67,8.31,-4.37,3.2
3376.TW,P05_連跌反轉紅K,29,65.52,8.57,-12.18,3.2
2528.TW,P02_量增紅K,28,57.14,10.85,-6.35,3.2
3535.TW,P10_組合訊號,22,68.18,7.94,-12.12,3.19
2421.TW,P03_均線支撐放量,26,65.38,8.58,-11.95,3.19
1235.TW,P01_量縮價穩,311,64.63,8.76,-5.94,3.19
3040.TW,P02_量增紅K,21,61.9,9.46,-11.79,3.19
2404.TW,P02_量增紅K,18,61.11,9.67,-11.61,3.19
2360.TW,P03_均線支撐放量,46,78.26,6.0,-11.33,3.18
8011.TW,P10_組合訊號,31,74.19,6.73,-9.89,3.18
6861.TW,P05_連跌反轉紅K,23,69.57,7.64,-13.02,3.18
1736.TW,P08_黃金交叉量增,13,69.23,7.7,-11.26,3.18
6443.TW,P07_RSI超賣量縮,57,57.89,10.58,-12.23,3.18
