Stock_ID,Pattern,Signals,Win_Rate(%),Avg_Return(%),Max_Drawdown(%),Expected_Value(%)
2506.TW,P12_多頭回檔,61,27.87,-0.82,-5.59,-2.68
6834.TW,P12_多頭回檔,28,60.71,0.09,-10.69,-2.69
3003.TW,P08_黃金交叉量增,10,60.0,0.19,-10.16,-2.69
2425.TW,P04_長下影線放量,40,57.5,0.49,-13.0,-2.69
2906.TW,P11_多頭排列紅K,41,56.1,0.68,-9.02,-2.69
5706.TW,P02_量增紅K,25,56.0,0.7,-15.07,-2.69
3042.TW,P11_多頭排列紅K,47,55.32,0.8,-10.96,-2.69
910861.TW,P02_量增紅K,49,53.06,1.12,-11.49,-2.69
2450.TW,P04_長下影線放量,60,48.33,1.92,-4.59,-2.69
1904.TW,P06_價量背離,117,47.86,2.0,-6.22,-2.69
6807.TW,P07_RSI超賣量縮,40,47.5,2.08,-9.82,-2.69
9907.TW,P10_組合訊號,54,46.3,2.32,-7.74,-2.69
1720.TW,P05_連跌反轉紅K,27,44.44,2.69,-5.17,-2.69
1217.TW,P01_量縮價穩,99,44.44,2.69,-5.24,-2.69
6885.TW,P03_均線支撐放量,5,40.0,3.77,-17.33,-2.69
1802.TW,P12_多頭回檔,38,34.21,5.6,-14.97,-2.69
1301.TW,P03_均線支撐放量,97,27.84,-1.66,-8.65,-2.69
2511.TW,P07_RSI超賣量縮,36,27.78,-1.06,-7.42,-2.69
1451.TW,P02_量增紅K,18,27.78,-2.95,-7.25,-2.69
6128.TW,P06_價量背離,126,27.78,-1.04,-8.23,-2.69
3040.TW,P11_多頭排列紅K,36,27.78,-2.05,-10.64,-2.69
3296.TW,P02_量增紅K,26,57.69,0.45,-13.84,-2.7
1709.TW,P02_量增紅K,23,56.52,0.6,-10.21,-2.7
3022.TW,P05_連跌反轉紅K,38,52.63,1.16,-12.72,-2.7
2887.TW,P07_RSI超賣量縮,32,50.0,1.61,-7.55,-2.7
2324.TW,P01_量縮價穩,54,50.0,1.6,-7.22,-2.7
4306.TW,P09_量縮後爆量紅K,6,50.0,1.61,-10.71,-2.7
4930.TW,P06_價量背離,127,49.61,1.68,-8.26,-2.7
4938.TW,P03_均線支撐放量,74,48.65,1.84,-7.53,-2.7
910861.TW,P12_多頭回檔,53,47.17,2.12,-13.97,-2.7
2483.TW,P10_組合訊號,66,46.97,2.16,-7.29,-2.7
9924.TW,P07_RSI超賣量縮,22,45.45,2.47,-3.99,-2.7
6655.TW,P06_價量背離,137,42.34,3.16,-6.81,-2.7
3130.TW,P11_多頭排列紅K,90,42.22,3.19,-2.49,-2.7
4904.TW,P11_多頭排列紅K,126,42.06,3.22,-3.91,-2.7
9935.TW,P12_多頭回檔,43,41.86,3.28,-9.29,-2.7
2483.TW,P08_黃金交叉量增,12,41.67,3.31,-7.47,-2.7
2753.TW,P02_量增紅K,18,55.56,0.73,-7.8,-2.71
2353.TW,P06_價量背離,49,55.1,0.78,-9.85,-2.71
6108.TW,P04_長下影線放量,45,53.33,1.04,-8.46,-2.71
2514.TW,P07_RSI超賣量縮,89,52.81,1.13,-5.52,-2.71
1709.TW,P11_多頭排列紅K,44,50.0,1.57,-9.86,-2.71
2816.TW,P06_價量背離,138,47.83,1.97,-5.41,-2.71
1473.TW,P04_長下影線放量,68,45.59,2.41,-8.01,-2.71
1708.TW,P01_量縮價穩,132,43.18,2.94,-7.15,-2.71
8374.TW,P06_價量背離,113,42.48,3.1,-9.66,-2.71
1303.TW,P10_組合訊號,59,42.37,3.12,-9.14,-2.71
2901.TW,P10_組合訊號,62,41.94,3.24,-3.2,-2.71
1459.TW,P06_價量背離,151,40.4,3.62,-6.43,-2.71
6534.TW,P12_多頭回檔,13,38.46,4.16,-8.69,-2.71
2838.TW,P09_量縮後爆量紅K,8,37.5,4.45,-2.68,-2.71
3052.TW,P03_均線支撐放量,82,34.15,5.56,-5.32,-2.71
2530.TW,P05_連跌反轉紅K,29,55.17,0.76,-6.25,-2.72
6806.TW,P11_多頭排列紅K,22,54.55,0.85,-15.1,-2.72
8454.TW,P06_價量背離,66,53.03,1.08,-9.54,-2.72
3530.TW,P12_多頭回檔,23,52.17,1.2,-17.84,-2.72
1417.TW,P07_RSI超賣量縮,69,50.72,1.43,-8.85,-2.72
2010.TW,P08_黃金交叉量增,10,50.0,1.56,-5.23,-2.72
3033.TW,P07_RSI超賣量縮,45,44.44,2.64,-7.83,-2.72
1806.TW,P05_連跌反轉紅K,21,42.86,2.98,-9.55,-2.72
1440.TW,P11_多頭排列紅K,45,42.22,3.14,-10.07,-2.72
2548.TW,P12_多頭回檔,78,38.46,4.12,-3.65,-2.72
1617.TW,P03_均線支撐放量,86,37.21,4.51,-5.9,-2.72
1414.TW,P08_黃金交叉量增,11,36.36,4.76,-7.61,-2.72
9942.TW,P04_長下影線放量,62,35.48,5.07,-6.38,-2.72
2393.TW,P05_連跌反轉紅K,29,27.59,-4.3,-17.0,-2.72
9940.TW,P11_多頭排列紅K,58,27.59,-0.66,-6.63,-2.72
2103.TW,P03_均線支撐放量,58,27.59,-1.8,-9.32,-2.72
6202.TW,P12_多頭回檔,29,27.59,-6.3,-14.89,-2.72
3209.TW,P09_量縮後爆量紅K,10,60.0,0.12,-10.76,-2.73
1597.TW,P10_組合訊號,46,58.7,0.27,-9.05,-2.73
6742.TW,P05_連跌反轉紅K,27,51.85,1.23,-18.03,-2.73
2509.TW,P03_均線支撐放量,86,51.16,1.34,-5.57,-2.73
3596.TW,P11_多頭排列紅K,40,50.0,1.55,-12.42,-2.73
2308.TW,P06_價量背離,29,48.28,1.84,-11.0,-2.73
1339.TW,P03_均線支撐放量,61,44.26,2.64,-6.84,-2.73
2905.TW,P05_連跌反轉紅K,32,43.75,2.77,-10.58,-2.73
1216.TW,P02_量增紅K,7,42.86,2.96,-4.51,-2.73
4104.TW,P04_長下影線放量,45,40.0,3.68,-3.21,-2.73
6715.TW,P10_組合訊號,32,34.38,5.42,-12.67,-2.73
9944.TW,P01_量縮價穩,156,27.56,-0.13,-5.89,-2.73
1707.TW,P01_量縮價穩,109,27.52,-0.98,-6.53,-2.73
2383.TW,P10_組合訊號,30,56.67,0.52,-14.93,-2.74
1102.TW,P12_多頭回檔,82,54.88,0.77,-6.3,-2.74
3406.TW,P08_黃金交叉量增,10,50.0,1.53,-12.48,-2.74
4952.TW,P09_量縮後爆量紅K,4,50.0,1.52,-21.39,-2.74
3033.TW,P10_組合訊號,36,47.22,2.02,-8.97,-2.74
3052.TW,P12_多頭回檔,51,47.06,2.06,-7.43,-2.74
6133.TW,P01_量縮價穩,153,46.41,2.18,-8.13,-2.74
2886.TW,P06_價量背離,62,45.16,2.44,-4.08,-2.74
1457.TW,P12_多頭回檔,80,45.0,2.47,-4.78,-2.74
8462.TW,P08_黃金交叉量增,9,44.44,2.58,-8.09,-2.74
2883.TW,P11_多頭排列紅K,77,44.16,2.64,-7.9,-2.74
2493.TW,P02_量增紅K,25,44.0,2.67,-8.0,-2.74
3528.TW,P12_多頭回檔,74,43.24,2.85,-4.96,-2.74
1731.TW,P01_量縮價穩,180,40.0,3.64,-4.09,-2.74
4104.TW,P10_組合訊號,53,37.74,4.28,-2.94,-2.74
1614.TW,P12_多頭回檔,77,37.66,4.3,-4.37,-2.74
1733.TW,P11_多頭排列紅K,45,57.78,0.35,-7.79,-2.75
1528.TW,P11_多頭排列紅K,34,55.88,0.6,-14.98,-2.75
1454.TW,P12_多頭回檔,83,53.01,1.01,-7.86,-2.75
910861.TW,P03_均線支撐放量,53,52.83,1.04,-11.56,-2.75
1307.TW,P04_長下影線放量,50,52.0,1.18,-7.81,-2.75
5525.TW,P07_RSI超賣量縮,67,47.76,1.89,-6.26,-2.75
2390.TW,P09_量縮後爆量紅K,18,44.44,2.55,-16.83,-2.75
2476.TW,P01_量縮價穩,85,43.53,2.76,-10.19,-2.75
2897.TW,P10_組合訊號,51,43.14,2.85,-4.33,-2.75
1735.TW,P03_均線支撐放量,82,41.46,3.25,-4.62,-2.75
4104.TW,P01_量縮價穩,108,40.74,3.44,-2.85,-2.75
3026.TW,P10_組合訊號,64,40.62,3.45,-5.65,-2.75
2852.TW,P10_組合訊號,80,37.5,4.34,-4.03,-2.75
4106.TW,P12_多頭回檔,62,27.42,-1.01,-9.15,-2.75
6446.TW,P06_價量背離,48,60.42,0.01,-16.19,-2.76
2915.TW,P05_連跌反轉紅K,31,58.06,0.29,-8.88,-2.76
3673.TW,P12_多頭回檔,23,56.52,0.51,-10.5,-2.76
2460.TW,P06_價量背離,69,55.07,0.7,-12.49,-2.76
2365.TW,P09_量縮後爆量紅K,11,54.55,0.78,-15.42,-2.76
1307.TW,P11_多頭排列紅K,42,52.38,1.1,-8.98,-2.76
1710.TW,P08_黃金交叉量增,6,50.0,1.49,-7.23,-2.76
1532.TW,P01_量縮價穩,112,49.11,1.64,-7.43,-2.76
1451.TW,P07_RSI超賣量縮,79,46.84,2.05,-6.57,-2.76
2030.TW,P04_長下影線放量,44,45.45,2.33,-8.27,-2.76
3714.TW,P06_價量背離,51,58.82,0.18,-11.69,-2.77
3059.TW,P02_量增紅K,31,58.06,0.28,-11.88,-2.77
3705.TW,P09_量縮後爆量紅K,7,57.14,0.39,-6.72,-2.77
2546.TW,P02_量增紅K,12,50.0,1.45,-7.52,-2.77
3027.TW,P10_組合訊號,27,48.15,1.78,-15.07,-2.77
8926.TW,P06_價量背離,120,46.67,2.07,-5.25,-2.77
2467.TW,P12_多頭回檔,33,45.45,2.3,-11.64,-2.77
7730.TW,P11_多頭排列紅K,11,45.45,2.3,-14.19,-2.77
2601.TW,P01_量縮價穩,71,42.25,3.0,-11.01,-2.77
9927.TW,P01_量縮價穩,130,41.54,3.19,-6.43,-2.77
2023.TW,P05_連跌反轉紅K,17,41.18,3.28,-7.71,-2.77
2739.TW,P02_量增紅K,27,40.74,3.39,-16.31,-2.77
2850.TW,P07_RSI超賣量縮,32,37.5,4.28,-6.12,-2.77
1423.TW,P01_量縮價穩,297,35.35,4.97,-4.22,-2.77
7749.TW,P07_RSI超賣量縮,11,27.27,-13.0,-18.85,-2.77
1723.TW,P08_黃金交叉量增,11,27.27,-2.54,-7.61,-2.77
6958.TW,P11_多頭排列紅K,11,27.27,-9.14,-14.74,-2.77
2514.TW,P09_量縮後爆量紅K,11,27.27,-2.78,-11.5,-2.77
3716.TW,P12_多頭回檔,11,27.27,-2.5,-12.85,-2.77
1459.TW,P08_黃金交叉量增,11,27.27,-4.72,-11.08,-2.77
6128.TW,P03_均線支撐放量,88,27.27,-0.01,-6.82,-2.77
6952.TW,P11_多頭排列紅K,11,27.27,-1.07,-7.75,-2.77
4190.TW,P02_量增紅K,22,27.27,-6.12,-12.81,-2.77
5876.TW,P07_RSI超賣量縮,46,50.0,1.44,-4.96,-2.78
2483.TW,P01_量縮價穩,179,48.6,1.69,-7.18,-2.78
4942.TW,P11_多頭排列紅K,54,46.3,2.12,-6.12,-2.78
2107.TW,P10_組合訊號,74,41.89,3.08,-4.81,-2.78
1109.TW,P08_黃金交叉量增,8,37.5,4.26,-5.05,-2.78
1611.TW,P02_量增紅K,30,60.0,0.02,-11.77,-2.79
2323.TW,P11_多頭排列紅K,28,57.14,0.38,-12.37,-2.79
5285.TW,P10_組合訊號,43,55.81,0.54,-12.16,-2.79
2201.TW,P05_連跌反轉紅K,31,54.84,0.68,-10.51,-2.79
1525.TW,P07_RSI超賣量縮,100,52.0,1.09,-8.21,-2.79
6796.TW,P03_均線支撐放量,26,50.0,1.42,-11.71,-2.79
5876.TW,P04_長下影線放量,76,48.68,1.66,-5.51,-2.79
1903.TW,P06_價量背離,137,46.72,2.0,-8.57,-2.79
1216.TW,P10_組合訊號,70,44.29,2.51,-4.67,-2.79
6715.TW,P03_均線支撐放量,34,44.12,2.55,-15.91,-2.79
6606.TW,P10_組合訊號,68,44.12,2.55,-4.92,-2.79
2038.TW,P10_組合訊號,35,42.86,2.82,-11.18,-2.79
9110.TW,P02_量增紅K,70,40.0,3.52,-14.74,-2.79
1802.TW,P03_均線支撐放量,43,37.21,4.32,-10.78,-2.79
6753.TW,P03_均線支撐放量,18,33.33,5.62,-8.56,-2.79
1101.TW,P12_多頭回檔,50,58.0,0.24,-6.8,-2.8
3031.TW,P02_量增紅K,21,57.14,0.35,-12.64,-2.8
2439.TW,P12_多頭回檔,33,54.55,0.7,-11.74,-2.8
1305.TW,P04_長下影線放量,35,54.29,0.75,-13.41,-2.8
6168.TW,P12_多頭回檔,34,52.94,0.92,-12.66,-2.8
1515.TW,P07_RSI超賣量縮,68,51.47,1.15,-15.45,-2.8
2905.TW,P11_多頭排列紅K,36,50.0,1.4,-9.16,-2.8
2007.TW,P07_RSI超賣量縮,124,48.39,1.69,-12.56,-2.8
5538.TW,P10_組合訊號,82,45.12,2.31,-7.94,-2.8
3543.TW,P06_價量背離,95,44.21,2.5,-7.83,-2.8
4737.TW,P04_長下影線放量,58,43.1,2.74,-7.9,-2.8
6606.TW,P03_均線支撐放量,103,42.72,2.84,-3.66,-2.8
1410.TW,P05_連跌反轉紅K,22,40.91,3.26,-4.45,-2.8
6116.TW,P09_量縮後爆量紅K,5,40.0,3.51,-12.89,-2.8
1455.TW,P06_價量背離,111,38.74,3.85,-10.26,-2.8
2889.TW,P09_量縮後爆量紅K,8,37.5,4.21,-4.16,-2.8
1326.TW,P11_多頭排列紅K,48,27.08,-3.54,-10.18,-2.8
2762.TW,P01_量縮價穩,48,27.08,-3.24,-10.33,-2.8
2424.TW,P02_量增紅K,79,59.49,0.04,-14.68,-2.81
2105.TW,P04_長下影線放量,45,57.78,0.25,-8.63,-2.81
3058.TW,P07_RSI超賣量縮,99,57.58,0.27,-14.49,-2.81
2481.TW,P01_量縮價穩,70,54.29,0.71,-15.98,-2.81
2354.TW,P06_價量背離,53,52.83,0.94,-9.36,-2.81
4739.TW,P08_黃金交叉量增,10,50.0,1.37,-17.81,-2.81
2836.TW,P09_量縮後爆量紅K,8,37.5,4.16,-3.65,-2.81
2912.TW,P03_均線支撐放量,122,27.05,-0.0,-4.49,-2.81
9958.TW,P06_價量背離,36,55.56,0.52,-16.99,-2.82
6446.TW,P04_長下影線放量,26,53.85,0.77,-15.88,-2.82
1463.TW,P06_價量背離,159,50.94,1.21,-5.49,-2.82
2705.TW,P03_均線支撐放量,59,50.85,1.21,-8.78,-2.82
2910.TW,P01_量縮價穩,263,48.67,1.59,-6.99,-2.82
8442.TW,P03_均線支撐放量,105,46.67,1.95,-8.16,-2.82
1475.TW,P12_多頭回檔,69,44.93,2.3,-13.99,-2.82
1319.TW,P04_長下影線放量,28,42.86,2.75,-8.09,-2.82
6776.TW,P03_均線支撐放量,49,38.78,3.78,-7.97,-2.82
2344.TW,P10_組合訊號,22,59.09,0.06,-14.59,-2.83
6235.TW,P08_黃金交叉量增,13,53.85,0.74,-14.51,-2.83
1709.TW,P10_組合訊號,55,49.09,1.5,-5.92,-2.83
1210.TW,P01_量縮價穩,76,48.68,1.57,-5.64,-2.83
1321.TW,P12_多頭回檔,64,46.88,1.9,-6.03,-2.83
3653.TW,P08_黃金交叉量增,11,45.45,2.18,-22.52,-2.83
4764.TW,P01_量縮價穩,223,39.91,3.45,-8.38,-2.83
1312.TW,P06_價量背離,78,26.92,-3.44,-11.95,-2.83
2478.TW,P04_長下影線放量,22,59.09,0.04,-12.09,-2.84
2731.TW,P11_多頭排列紅K,48,56.25,0.39,-13.68,-2.84
1532.TW,P11_多頭排列紅K,49,55.1,0.55,-7.84,-2.84
6431.TW,P02_量增紅K,41,51.22,1.12,-14.34,-2.84
2509.TW,P04_長下影線放量,84,51.19,1.12,-7.38,-2.84
2352.TW,P10_組合訊號,20,50.0,1.33,-12.2,-2.84
2426.TW,P03_均線支撐放量,26,50.0,1.32,-11.9,-2.84
5471.TW,P06_價量背離,59,49.15,1.46,-10.88,-2.84
5871.TW,P04_長下影線放量,45,44.44,2.36,-10.43,-2.84
1201.TW,P08_黃金交叉量增,7,42.86,2.7,-5.18,-2.84
1232.TW,P11_多頭排列紅K,76,39.47,3.54,-4.64,-2.84
1454.TW,P02_量增紅K,33,39.39,3.56,-8.49,-2.84
1201.TW,P12_多頭回檔,41,26.83,-1.81,-9.79,-2.84
6598.TW,P05_連跌反轉紅K,41,26.83,-12.43,-20.52,-2.84
2327.TW,P10_組合訊號,26,57.69,0.19,-13.54,-2.85
5288.TW,P03_均線支撐放量,59,57.63,0.2,-8.71,-2.85
6558.TW,P10_組合訊號,37,56.76,0.31,-15.4,-2.85
4915.TW,P12_多頭回檔,37,54.05,0.68,-11.52,-2.85
2489.TW,P03_均線支撐放量,40,52.5,0.91,-12.01,-2.85
3550.TW,P10_組合訊號,69,50.72,1.18,-9.48,-2.85
5288.TW,P10_組合訊號,58,50.0,1.3,-7.92,-2.85
2115.TW,P04_長下影線放量,63,47.62,1.72,-4.89,-2.85
3033.TW,P12_多頭回檔,60,46.67,1.89,-6.32,-2.85
1903.TW,P02_量增紅K,37,45.95,2.03,-9.39,-2.85
3454.TW,P06_價量背離,69,43.48,2.54,-11.21,-2.85
2459.TW,P06_價量背離,99,43.43,2.55,-5.79,-2.85
1414.TW,P02_量增紅K,23,39.13,3.61,-10.57,-2.85
1540.TW,P02_量增紅K,18,38.89,3.68,-8.58,-2.85
1806.TW,P08_黃金交叉量增,6,33.33,5.44,-12.82,-2.85
5538.TW,P12_多頭回檔,56,26.79,-0.76,-8.23,-2.85
4562.TW,P03_均線支撐放量,86,26.74,-1.3,-10.12,-2.85
8213.TW,P01_量縮價穩,87,50.57,1.18,-7.78,-2.86
8462.TW,P09_量縮後爆量紅K,8,50.0,1.28,-9.54,-2.86
1203.TW,P07_RSI超賣量縮,38,50.0,1.29,-7.61,-2.86
2062.TW,P01_量縮價穩,142,48.59,1.51,-10.09,-2.86
2349.TW,P12_多頭回檔,28,46.43,1.92,-10.71,-2.86
8072.TW,P05_連跌反轉紅K,23,43.48,2.52,-8.66,-2.86
6176.TW,P05_連跌反轉紅K,21,42.86,2.66,-12.02,-2.86
6790.TW,P01_量縮價穩,138,42.75,2.69,-5.01,-2.86
3702.TW,P03_均線支撐放量,94,40.43,3.25,-7.01,-2.86
4904.TW,P03_均線支撐放量,137,38.69,3.7,-3.58,-2.86
1110.TW,P03_均線支撐放量,101,26.73,-0.37,-7.46,-2.86
2511.TW,P06_價量背離,116,26.72,-2.18,-7.48,-2.86
6112.TW,P08_黃金交叉量增,7,57.14,0.23,-6.91,-2.87
1714.TW,P03_均線支撐放量,48,52.08,0.93,-7.01,-2.87
1476.TW,P04_長下影線放量,54,51.85,0.96,-12.61,-2.87
5285.TW,P08_黃金交叉量增,4,50.0,1.26,-9.39,-2.87
1528.TW,P04_長下影線放量,23,47.83,1.63,-12.12,-2.87
2849.TW,P10_組合訊號,79,43.04,2.59,-3.97,-2.87
6214.TW,P12_多頭回檔,67,41.79,2.88,-6.17,-2.87
2834.TW,P02_量增紅K,10,40.0,3.34,-5.28,-2.87
2009.TW,P12_多頭回檔,35,40.0,3.33,-16.27,-2.87
3705.TW,P07_RSI超賣量縮,44,38.64,3.7,-3.89,-2.87
2010.TW,P06_價量背離,123,35.77,4.56,-6.41,-2.87
1315.TW,P02_量增紅K,32,31.25,6.23,-3.8,-2.87
1419.TW,P08_黃金交叉量增,15,26.67,-0.95,-6.06,-2.87
8404.TW,P02_量增紅K,15,26.67,-6.0,-11.94,-2.87
6914.TW,P07_RSI超賣量縮,15,26.67,-4.69,-16.62,-2.87
3135.TW,P12_多頭回檔,15,26.67,-1.26,-16.06,-2.87
1201.TW,P02_量增紅K,15,26.67,-0.09,-6.23,-2.87
2254.TW,P11_多頭排列紅K,15,26.67,-8.01,-14.53,-2.87
1451.TW,P05_連跌反轉紅K,15,26.67,-2.82,-9.49,-2.87
2393.TW,P03_均線支撐放量,40,57.5,0.17,-12.11,-2.88
3149.TW,P12_多頭回檔,28,57.14,0.21,-16.78,-2.88
2618.TW,P11_多頭排列紅K,45,53.33,0.73,-11.64,-2.88
6585.TW,P07_RSI超賣量縮,192,51.04,1.07,-10.09,-2.88
6189.TW,P08_黃金交叉量增,8,50.0,1.24,-8.42,-2.88
3045.TW,P02_量增紅K,7,42.86,2.62,-2.75,-2.88
1108.TW,P06_價量背離,131,40.46,3.19,-5.14,-2.88
2247.TW,P12_多頭回檔,53,39.62,3.39,-4.93,-2.88
1236.TW,P10_組合訊號,60,36.67,4.23,-6.9,-2.88
5546.TW,P01_量縮價穩,173,26.59,-4.17,-11.24,-2.88
5546.TW,P07_RSI超賣量縮,79,26.58,-4.51,-11.79,-2.88
1447.TW,P10_組合訊號,64,26.56,-0.5,-8.98,-2.88
1540.TW,P01_量縮價穩,144,48.61,1.46,-6.99,-2.89
1409.TW,P05_連跌反轉紅K,31,48.39,1.5,-10.08,-2.89
2069.TW,P07_RSI超賣量縮,87,44.83,2.18,-9.48,-2.89
4737.TW,P03_均線支撐放量,69,43.48,2.45,-7.93,-2.89
6581.TW,P03_均線支撐放量,105,42.86,2.59,-4.9,-2.89
1455.TW,P11_多頭排列紅K,30,40.0,3.28,-13.29,-2.89
1438.TW,P12_多頭回檔,69,39.13,3.49,-11.14,-2.89
2706.TW,P11_多頭排列紅K,49,26.53,-2.82,-7.51,-2.89
3149.TW,P04_長下影線放量,34,55.88,0.33,-20.0,-2.9
6861.TW,P07_RSI超賣量縮,72,55.56,0.38,-14.38,-2.9
3027.TW,P01_量縮價穩,92,48.91,1.39,-14.17,-2.9
4581.TW,P03_均線支撐放量,58,44.83,2.14,-5.24,-2.9
2892.TW,P05_連跌反轉紅K,28,42.86,2.56,-8.36,-2.9
2317.TW,P06_價量背離,50,42.0,2.77,-5.92,-2.9
2109.TW,P02_量增紅K,22,40.91,3.01,-9.68,-2.9
2855.TW,P08_黃金交叉量增,5,40.0,3.25,-5.36,-2.9
8422.TW,P06_價量背離,135,39.26,3.44,-3.54,-2.9
6464.TW,P11_多頭排列紅K,68,26.47,-0.51,-5.81,-2.9
5546.TW,P05_連跌反轉紅K,34,26.47,-4.23,-11.51,-2.9
1905.TW,P11_多頭排列紅K,26,53.85,0.59,-11.81,-2.91
2610.TW,P12_多頭回檔,17,52.94,0.73,-12.48,-2.91
3454.TW,P11_多頭排列紅K,31,51.61,0.93,-15.42,-2.91
1102.TW,P04_長下影線放量,65,50.77,1.06,-6.51,-2.91
1417.TW,P03_均線支撐放量,79,50.63,1.09,-7.69,-2.91
4938.TW,P09_量縮後爆量紅K,2,50.0,1.19,-15.45,-2.91
4956.TW,P03_均線支撐放量,27,44.44,2.2,-16.94,-2.91
2753.TW,P06_價量背離,78,43.59,2.38,-6.45,-2.91
3130.TW,P03_均線支撐放量,106,42.45,2.63,-2.91,-2.91
3130.TW,P10_組合訊號,50,42.0,2.74,-3.84,-2.91
2248.TW,P05_連跌反轉紅K,5,40.0,3.23,-10.05,-2.91
6951.TW,P08_黃金交叉量增,4,25.0,9.37,-5.25,-2.91
2390.TW,P07_RSI超賣量縮,50,56.0,0.29,-10.08,-2.92
3419.TW,P06_價量背離,85,55.29,0.38,-11.5,-2.92
4912.TW,P11_多頭排列紅K,52,53.85,0.58,-15.97,-2.92
2615.TW,P03_均線支撐放量,25,52.0,0.85,-14.55,-2.92
3008.TW,P06_價量背離,34,50.0,1.15,-13.98,-2.92
9941.TW,P02_量增紅K,10,50.0,1.16,-11.07,-2.92
3054.TW,P01_量縮價穩,270,49.63,1.21,-7.44,-2.92
6416.TW,P06_價量背離,61,49.18,1.29,-12.27,-2.92
4958.TW,P01_量縮價穩,43,48.84,1.36,-12.17,-2.92
1103.TW,P10_組合訊號,89,47.19,1.65,-6.91,-2.92
1734.TW,P12_多頭回檔,41,43.9,2.3,-6.75,-2.92
9924.TW,P06_價量背離,114,43.86,2.3,-5.33,-2.92
3130.TW,P01_量縮價穩,227,42.73,2.56,-3.46,-2.92
1583.TW,P04_長下影線放量,43,41.86,2.74,-5.83,-2.92
8131.TW,P03_均線支撐放量,75,41.33,2.87,-5.83,-2.92
1468.TW,P03_均線支撐放量,268,41.04,2.95,-7.87,-2.92
6582.TW,P06_價量背離,87,40.23,3.14,-10.94,-2.92
2836.TW,P01_量縮價穩,153,39.22,3.4,-3.04,-2.92
4104.TW,P03_均線支撐放量,77,37.66,3.83,-3.41,-2.92
2514.TW,P01_量縮價穩,281,26.33,-1.24,-7.32,-2.92
2466.TW,P01_量縮價穩,38,26.32,-1.58,-8.71,-2.92
4562.TW,P02_量增紅K,38,26.32,-0.22,-15.26,-2.92
9902.TW,P08_黃金交叉量增,7,57.14,0.13,-9.23,-2.93
3021.TW,P04_長下影線放量,35,54.29,0.5,-10.16,-2.93
1733.TW,P06_價量背離,133,51.13,0.97,-7.13,-2.93
4142.TW,P12_多頭回檔,23,47.83,1.52,-9.11,-2.93
2022.TW,P02_量增紅K,23,47.83,1.52,-15.9,-2.93
5538.TW,P04_長下影線放量,39,46.15,1.82,-8.08,-2.93
2520.TW,P07_RSI超賣量縮,50,46.0,1.85,-9.93,-2.93
2816.TW,P10_組合訊號,67,40.3,3.1,-6.24,-2.93
9930.TW,P04_長下影線放量,60,40.0,3.16,-4.24,-2.93
9933.TW,P09_量縮後爆量紅K,6,33.33,5.22,-11.17,-2.93
2430.TW,P03_均線支撐放量,99,26.26,-0.42,-7.68,-2.93
6505.TW,P05_連跌反轉紅K,47,57.45,0.06,-8.2,-2.94
8341.TW,P09_量縮後爆量紅K,7,57.14,0.11,-5.66,-2.94
6698.TW,P05_連跌反轉紅K,42,57.14,0.11,-15.86,-2.94
3041.TW,P06_價量背離,62,56.45,0.19,-18.5,-2.94
3062.TW,P05_連跌反轉紅K,27,55.56,0.3,-14.65,-2.94
1786.TW,P01_量縮價穩,125,53.6,0.58,-11.27,-2.94
2601.TW,P07_RSI超賣量縮,95,52.63,0.71,-10.66,-2.94
9921.TW,P11_多頭排列紅K,50,50.0,1.11,-13.84,-2.94
3576.TW,P11_多頭排列紅K,34,47.06,1.62,-15.75,-2.94
6598.TW,P06_價量背離,99,46.46,1.74,-12.96,-2.94
1301.TW,P01_量縮價穩,60,45.0,2.02,-6.73,-2.94
1614.TW,P02_量增紅K,29,44.83,2.06,-5.02,-2.94
4737.TW,P02_量增紅K,29,44.83,2.05,-11.68,-2.94
9924.TW,P11_多頭排列紅K,55,43.64,2.31,-5.66,-2.94
1558.TW,P12_多頭回檔,71,42.25,2.6,-4.89,-2.94
2816.TW,P03_均線支撐放量,98,39.8,3.19,-5.96,-2.94
9942.TW,P12_多頭回檔,60,36.67,4.08,-6.53,-2.94
2945.TW,P03_均線支撐放量,103,26.21,-1.54,-7.5,-2.94
1444.TW,P12_多頭回檔,42,26.19,-0.38,-8.59,-2.94
4560.TW,P04_長下影線放量,107,26.17,-0.79,-7.07,-2.94
5607.TW,P09_量縮後爆量紅K,6,50.0,1.11,-15.65,-2.95
3168.TW,P07_RSI超賣量縮,64,48.44,1.36,-6.9,-2.95
8442.TW,P12_多頭回檔,57,47.37,1.55,-8.6,-2.95
2371.TW,P05_連跌反轉紅K,36,47.22,1.57,-13.56,-2.95
9904.TW,P06_價量背離,64,46.88,1.63,-8.47,-2.95
1103.TW,P01_量縮價穩,164,45.12,1.97,-7.4,-2.95
3052.TW,P07_RSI超賣量縮,58,44.83,2.03,-6.68,-2.95
1905.TW,P05_連跌反轉紅K,39,43.59,2.29,-13.07,-2.95
2109.TW,P06_價量背離,108,42.59,2.51,-6.73,-2.95
2501.TW,P04_長下影線放量,69,42.03,2.63,-6.67,-2.95
2353.TW,P03_均線支撐放量,54,40.74,2.94,-11.39,-2.95
1414.TW,P04_長下影線放量,65,26.15,-0.79,-8.06,-2.95
4952.TW,P10_組合訊號,53,56.6,0.15,-11.5,-2.96
